Run,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,DATASTORE filetype,DATASTORE provider,DATASTORE region,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
SRR7890948,43,WXS,302,15725561894,SEQC-II,PRJNA489865,SAMN10102584,Human,6494729454,FDA,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4728420,Illumina HiSeq 4000,ATCC-1395-BrCA-R-1,FFX_GZ_T_1h_3,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BrCA-R-1,female,SRP162370,FFPE,,FFPE 1 hour
SRR7890949,43,WXS,302,12596451106,SEQC-II,PRJNA489865,SAMN10102586,Human,5205534557,FDA,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4728419,Illumina HiSeq 4000,ATCC-1395-BrCA-R-6,FFX_GZ_T_6h_3,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BrCA-R-6,female,SRP162370,FFPE,,FFPE 6 hour
SRR7890950,43,WXS,302,12216539032,SEQC-II,PRJNA489865,SAMN10102587,Human,5079641531,FDA,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4728418,Illumina HiSeq 4000,ATCC-1395-BrCA-R-24,FFX_GZ_T_24h_2,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BrCA-R-24,female,SRP162370,FFPE,,FFPE 24 hour
SRR7890951,43,WXS,250,130168690750,SEQC-II,PRJNA489865,SAMN10102583,Human,49164282662,FDA,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4728417,Illumina HiSeq 4000,ATCC-1395-BL-R-24,FFX_IL_N_24h_2,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BL-R-24,female,SRP162370,FFPE,,FFPE 24 hour
SRR7890952,43,WXS,250,120434515500,SEQC-II,PRJNA489865,SAMN10102580,Human,45782716655,FDA,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX4728416,Illumina HiSeq 4000,ATCC-1395-BL-R-1,FFX_IL_N_1h_2,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BL-R-1,female,SRP162370,FFPE,,FFPE 1 hour
SRR7890953,43,WXS,250,173322141250,SEQC-II,PRJNA489865,SAMN10102582,Human,66041975533,FDA,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX4728415,Illumina HiSeq 4000,ATCC-1395-BL-R-6,FFX_IL_N_6h_2,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BL-R-6,female,SRP162370,FFPE,,FFPE 6 hour
SRR7890954,43,WXS,250,66989216000,SEQC-II,PRJNA489865,SAMN10102581,Human,26093266989,FDA,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX4728414,Illumina HiSeq 4000,ATCC-1395-BL-R-2,FFX_IL_N_2h_2,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BL-R-2,female,SRP162370,FFPE,,FFPE 2 hour
SRR7890955,43,WGS,300,475313090100,SEQC-II,PRJNA489865,SAMN10102576,Human,198098743062,FDA,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4728413,Illumina HiSeq 4000,SPP_GT_1-19_mix,SPP_GT_1-19_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-19_mix,female,SRP162370,DNA mix,,
SRR7890956,43,WGS,300,116731157400,SEQC-II,PRJNA489865,SAMN10102575,Human,51088461150,FDA,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4728412,Illumina HiSeq 4000,SPP_GT_1-1_mix,SPP_GT_1-1_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-1_mix,female,SRP162370,DNA mix,,
SRR7890957,43,WGS,300,111724358400,SEQC-II,PRJNA489865,SAMN10102575,Human,46875794649,FDA,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX4728411,Illumina HiSeq 4000,SPP_GT_1-1_mix,SPP_GT_1-1_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-1_mix,female,SRP162370,DNA mix,,
SRR7890958,43,WGS,297,226985620983,SEQC-II,PRJNA489865,SAMN10102582,Human,102584484242,FDA,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4728410,Illumina HiSeq 4000,ATCC-1395-BL-R-6,FFG_IL_N_6h,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BL-R-6,female,SRP162370,FFPE,,FFPE 6 hour
SRR7890959,43,WGS,297,390930930654,SEQC-II,PRJNA489865,SAMN10102584,Human,179605465436,FDA,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX4728409,Illumina HiSeq 4000,ATCC-1395-BrCA-R-1,FFG_IL_T_1h,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BrCA-R-1,female,SRP162370,FFPE,,FFPE 1 hour
SRR7890960,43,WGS,297,244014584732,SEQC-II,PRJNA489865,SAMN10102583,Human,108793724490,FDA,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4728408,Illumina HiSeq 4000,ATCC-1395-BL-R-24,FFG_IL_N_24h,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BL-R-24,female,SRP162370,FFPE,,FFPE 24 hour
SRR7890961,43,WGS,297,308058212420,SEQC-II,PRJNA489865,SAMN10102581,Human,137514705608,FDA,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX4728407,Illumina HiSeq 4000,ATCC-1395-BL-R-2,FFG_IL_N_2h,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BL-R-2,female,SRP162370,FFPE,,FFPE 2 hour
SRR7890962,43,WGS,298,439089260514,SEQC-II,PRJNA489865,SAMN10102586,Human,201910119668,FDA,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4728406,Illumina HiSeq 4000,ATCC-1395-BrCA-R-6,FFG_IL_T_6h,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BrCA-R-6,female,SRP162370,FFPE,,FFPE 6 hour
SRR7890963,43,WXS,302,16647348642,SEQC-II,PRJNA489865,SAMN10102580,Human,6912976682,FDA,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX4728405,Illumina HiSeq 4000,ATCC-1395-BL-R-1,FFX_GZ_N_1h_1,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BL-R-1,female,SRP162370,FFPE,,FFPE 1 hour
SRR7890964,43,WGS,297,256222041008,SEQC-II,PRJNA489865,SAMN10102587,Human,116064980835,FDA,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4728404,Illumina HiSeq 4000,ATCC-1395-BrCA-R-24,FFG_IL_T_24h,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BrCA-R-24,female,SRP162370,FFPE,,FFPE 24 hour
SRR7890965,43,WGS,297,292186598158,SEQC-II,PRJNA489865,SAMN10102585,Human,129765846882,FDA,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX4728403,Illumina HiSeq 4000,ATCC-1395-BrCA-R-2,FFG_IL_T_2h,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BrCA-R-2,female,SRP162370,FFPE,,FFPE 2 hour
SRR7890966,43,WXS,302,13612809154,SEQC-II,PRJNA489865,SAMN10102583,Human,5637524704,FDA,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4728402,Illumina HiSeq 4000,ATCC-1395-BL-R-24,FFX_GZ_N_24h_1,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BL-R-24,female,SRP162370,FFPE,,FFPE 24 hour
SRR7890967,43,WXS,302,14755209016,SEQC-II,PRJNA489865,SAMN10102581,Human,6109472005,FDA,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4728401,Illumina HiSeq 4000,ATCC-1395-BL-R-2,FFX_GZ_N_2h_3,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BL-R-2,female,SRP162370,FFPE,,FFPE 2 hour
SRR7947148,43,WGS,300,116858435100,SEQC-II,PRJNA489865,SAMN10102577,Human,47204184959,FDA,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4728465,Illumina HiSeq 4000,SPP_GT_1-4_mix,SPP_GT_1-4_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-4_mix,female,SRP162370,DNA mix,,
SRR7947150,43,WGS,300,117747259200,SEQC-II,PRJNA489865,SAMN10102577,Human,49643589004,FDA,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4728471,Illumina HiSeq 4000,SPP_GT_1-4_mix,SPP_GT_1-4_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-4_mix,female,SRP162370,DNA mix,,
SRR7947152,43,WGS,300,120047592900,SEQC-II,PRJNA489865,SAMN10102578,Human,49813118897,FDA,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4728472,Illumina HiSeq 4000,SPP_GT_1-9_mix,SPP_GT_1-9_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-9_mix,female,SRP162370,DNA mix,,
SRR7947153,43,WGS,300,120821269200,SEQC-II,PRJNA489865,SAMN10102578,Human,50461456348,FDA,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4728472,Illumina HiSeq 4000,SPP_GT_1-9_mix,SPP_GT_1-9_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-9_mix,female,SRP162370,DNA mix,,
SRR7947190,43,WGS,300,112572841200,SEQC-II,PRJNA489865,SAMN10102577,Human,48453428473,FDA,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX4728465,Illumina HiSeq 4000,SPP_GT_1-4_mix,SPP_GT_1-4_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-4_mix,female,SRP162370,DNA mix,,
SRR7947191,43,WGS,300,119940547500,SEQC-II,PRJNA489865,SAMN10102578,Human,50496935077,FDA,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4728470,Illumina HiSeq 4000,SPP_GT_1-9_mix,SPP_GT_1-9_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-9_mix,female,SRP162370,DNA mix,,
SRR7947193,43,WGS,300,116176062000,SEQC-II,PRJNA489865,SAMN10102578,Human,49081309653,FDA,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4728470,Illumina HiSeq 4000,SPP_GT_1-9_mix,SPP_GT_1-9_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-9_mix,female,SRP162370,DNA mix,,
SRR7909740,43,WGS,300,59210814989,ATCC,PRJNA489865,SAMN10102574,Human,28103201227,FDA,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX4728510,Illumina HiSeq 4000,CRL-2325,WGS_IL_N_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7909742,43,WGS,300,58644770241,ATCC,PRJNA489865,SAMN10102574,Human,27540634734,FDA,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX4728510,Illumina HiSeq 4000,CRL-2325,WGS_IL_N_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7909833,43,WGS,300,106479809400,ATCC,PRJNA489865,SAMN10102574,Human,46824418613,FDA,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX4728454,Illumina HiSeq 4000,CRL-2325,WGS_NV_N_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7909835,43,WGS,300,104191516800,ATCC,PRJNA489865,SAMN10102574,Human,46969189250,FDA,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4728454,Illumina HiSeq 4000,CRL-2325,WGS_NV_N_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7909923,43,WGS,300,106862964900,ATCC,PRJNA489865,SAMN10102574,Human,46692260288,FDA,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX4728455,Illumina HiSeq 4000,CRL-2325,WGS_NV_N_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7909925,43,WGS,300,99137994300,ATCC,PRJNA489865,SAMN10102574,Human,44851819769,FDA,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX4728455,Illumina HiSeq 4000,CRL-2325,WGS_NV_N_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7909926,43,WGS,300,111398008807,ATCC,PRJNA489865,SAMN10102574,Human,37717155820,FDA,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4728483,Illumina NovaSeq 6000,CRL-2325,WGS_NS_N_8,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7910003,43,WGS,300,62123772056,ATCC,PRJNA489865,SAMN10102574,Human,30253753303,FDA,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX4728511,Illumina HiSeq 4000,CRL-2325,WGS_IL_N_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7910028,43,WGS,300,104821896600,ATCC,PRJNA489865,SAMN10102573,Human,47517872977,FDA,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX4728451,Illumina HiSeq 4000,CRL-2324,WGS_NV_T_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7910030,43,WGS,300,100628793000,ATCC,PRJNA489865,SAMN10102573,Human,44812115569,FDA,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4728451,Illumina HiSeq 4000,CRL-2324,WGS_NV_T_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7910032,43,WGS,300,105135713400,ATCC,PRJNA489865,SAMN10102573,Human,46090014281,FDA,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4728453,Illumina HiSeq 4000,CRL-2324,WGS_NV_T_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7910033,43,WGS,300,102725893800,ATCC,PRJNA489865,SAMN10102573,Human,44938809584,FDA,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX4728453,Illumina HiSeq 4000,CRL-2324,WGS_NV_T_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7910043,43,WGS,300,64225496886,ATCC,PRJNA489865,SAMN10102573,Human,30186094584,FDA,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4728505,Illumina HiSeq 4000,CRL-2324,WGS_IL_T_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7910045,43,WGS,300,63248758299,ATCC,PRJNA489865,SAMN10102573,Human,29995152772,FDA,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4728505,Illumina HiSeq 4000,CRL-2324,WGS_IL_T_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7910046,43,WGS,300,68254903129,ATCC,PRJNA489865,SAMN10102573,Human,32932610146,FDA,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4728506,Illumina HiSeq 4000,CRL-2324,WGS_IL_T_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7910048,43,WGS,300,64617475654,ATCC,PRJNA489865,SAMN10102573,Human,31425529729,FDA,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX4728506,Illumina HiSeq 4000,CRL-2324,WGS_IL_T_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7961192,43,WGS,300,110964637200,SEQC-II,PRJNA489865,SAMN10102579,Human,47220289017,FDA,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX4728504,Illumina HiSeq 4000,SPP_GT_3-1_mix,SPP_GT_3-1_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_3-1_mix,female,SRP162370,DNA mix,,
SRR7961193,43,WGS,300,112102280100,SEQC-II,PRJNA489865,SAMN10102579,Human,47952994524,FDA,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX4728504,Illumina HiSeq 4000,SPP_GT_3-1_mix,SPP_GT_3-1_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_3-1_mix,female,SRP162370,DNA mix,,
SRR7961194,43,WGS,300,111408923400,SEQC-II,PRJNA489865,SAMN10102579,Human,46210964338,FDA,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX4728504,Illumina HiSeq 4000,SPP_GT_3-1_mix,SPP_GT_3-1_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_3-1_mix,female,SRP162370,DNA mix,,
SRR7963242,43,WGS,300,116246648700,ATCC,PRJNA489865,SAMN10102573,Human,46783618792,FDA,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX4728427,Illumina HiSeq 4000,CRL-2324,SPP_GT_1-0_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7963243,43,WGS,300,117328556700,ATCC,PRJNA489865,SAMN10102573,Human,47268602827,FDA,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4728427,Illumina HiSeq 4000,CRL-2324,SPP_GT_1-0_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7963244,43,WGS,300,117534862200,ATCC,PRJNA489865,SAMN10102573,Human,46938726292,FDA,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4728427,Illumina HiSeq 4000,CRL-2324,SPP_GT_1-0_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7963260,43,WGS,300,111940316700,SEQC-II,PRJNA489865,SAMN10102575,Human,47253289932,FDA,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4728411,Illumina HiSeq 4000,SPP_GT_1-1_mix,SPP_GT_1-1_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-1_mix,female,SRP162370,DNA mix,,
SRR7963261,43,WGS,300,111081734700,SEQC-II,PRJNA489865,SAMN10102575,Human,46802565171,FDA,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX4728411,Illumina HiSeq 4000,SPP_GT_1-1_mix,SPP_GT_1-1_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-1_mix,female,SRP162370,DNA mix,,
SRR7963262,43,WGS,300,111368831100,SEQC-II,PRJNA489865,SAMN10102575,Human,47642291092,FDA,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4728411,Illumina HiSeq 4000,SPP_GT_1-1_mix,SPP_GT_1-1_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-1_mix,female,SRP162370,DNA mix,,
SRR7963263,43,WGS,300,116113496700,SEQC-II,PRJNA489865,SAMN10102575,Human,51112503095,FDA,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4728412,Illumina HiSeq 4000,SPP_GT_1-1_mix,SPP_GT_1-1_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-1_mix,female,SRP162370,DNA mix,,
SRR7963264,43,WGS,300,114522255600,SEQC-II,PRJNA489865,SAMN10102575,Human,49943933551,FDA,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX4728412,Illumina HiSeq 4000,SPP_GT_1-1_mix,SPP_GT_1-1_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-1_mix,female,SRP162370,DNA mix,,
SRR7963265,43,WGS,300,113357128800,SEQC-II,PRJNA489865,SAMN10102575,Human,48840046173,FDA,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4728412,Illumina HiSeq 4000,SPP_GT_1-1_mix,SPP_GT_1-1_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-1_mix,female,SRP162370,DNA mix,,
SRR7947146,43,WGS,300,116410883700,SEQC-II,PRJNA489865,SAMN10102577,Human,47040508295,FDA,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX4728465,Illumina HiSeq 4000,SPP_GT_1-4_mix,SPP_GT_1-4_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-4_mix,female,SRP162370,DNA mix,,
SRR7947147,43,WGS,300,116828185800,SEQC-II,PRJNA489865,SAMN10102577,Human,47510646402,FDA,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4728465,Illumina HiSeq 4000,SPP_GT_1-4_mix,SPP_GT_1-4_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-4_mix,female,SRP162370,DNA mix,,
SRR7947149,43,WGS,300,118902582300,SEQC-II,PRJNA489865,SAMN10102577,Human,50325910770,FDA,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX4728471,Illumina HiSeq 4000,SPP_GT_1-4_mix,SPP_GT_1-4_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-4_mix,female,SRP162370,DNA mix,,
SRR7947151,43,WGS,300,116206032300,SEQC-II,PRJNA489865,SAMN10102577,Human,48265620845,FDA,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4728471,Illumina HiSeq 4000,SPP_GT_1-4_mix,SPP_GT_1-4_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-4_mix,female,SRP162370,DNA mix,,
SRR7947154,43,WGS,300,120323939400,SEQC-II,PRJNA489865,SAMN10102578,Human,50261740613,FDA,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX4728472,Illumina HiSeq 4000,SPP_GT_1-9_mix,SPP_GT_1-9_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-9_mix,female,SRP162370,DNA mix,,
SRR7947188,43,WGS,300,113096247900,SEQC-II,PRJNA489865,SAMN10102577,Human,47327712222,FDA,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX4728465,Illumina HiSeq 4000,SPP_GT_1-4_mix,SPP_GT_1-4_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-4_mix,female,SRP162370,DNA mix,,
